ID;Name_lang;Description_lang;JournalEncounterID;CreatureDisplayInfoID;FileDataID;OrderIndex;UiModelSceneID
904;Asira Dawnslayer;;342;38995;536054;0;9
905;Deathwing;;333;40087;536055;0;9
913;Mannoroth;;292;38996;571746;0;9
914;Captain Varo'then;;292;39127;571746;1;9
942;High Interrogator Gerstahn;;369;8761;607644;0;9
943;Lord Roccor;;370;5781;607697;0;9
944;Houndmaster Grebmar;;371;9212;607647;0;9
945;Pyromancer Loregrain;;373;8762;607749;0;9
946;Lord Incendius;;374;1204;607694;0;63
947;Warder Stilgiss;;375;9089;607814;0;9
948;Fineous Darkvire;;376;8704;607602;0;9
949;Bael'Gar;;377;12162;607549;0;9
950;General Angerforge;;378;8756;607610;0;9
951;Golem Lord Argelmach;;379;8759;607618;0;9
952;Hurley Blackbreath;;380;8658;607650;0;9
953;Phalanx;;381;8177;607740;0;9
955;Plugger Spazzring;;383;8652;607741;0;9
956;Ambassador Flamelash;;384;8329;607535;0;9
957;Magmus;;386;12162;607705;0;9
958;Emperor Dagran Thaurissan;;387;8807;607595;0;9
959;Highlord Omokk;;388;11565;607645;0;9
960;Shadow Hunter Vosh'gajin;;389;9732;607769;0;9
961;War Master Voone;;390;28281;607810;0;9
962;Mother Smolderweb;;391;36506;607719;0;9
963;Urok Doomhowl;;392;11583;607801;0;9
964;Quartermaster Zigris;;393;9738;607751;0;9
965;Halycon;;394;9567;607634;0;9
966;Gizrul the Slavener;;395;9564;607615;0;9
967;Overlord Wyrmthalak;;396;8711;607737;0;9
973;Zevrim Thornhoof;;402;11335;607824;0;9
974;Hydrospawn;;403;5489;607653;0;9
975;Lethtendris;;404;21012;607686;0;9
976;Alzzin the Wildshaper;;405;14416;607533;0;9
977;Tendris Warpwood;;406;14383;607785;0;9
978;Illyanna Ravenoak;;407;11270;607656;0;9
979;Magister Kalendris;;408;14384;607703;0;9
980;Immol'thar;;409;14173;607657;0;9
981;Prince Tortheldrin;;410;11256;607745;0;9
982;Guard Mol'dar;;411;11561;607630;0;9
983;Stomper Kreeg;;412;11545;607777;0;9
984;Guard Fengus;;413;11561;607629;0;9
985;Guard Slip'kik;;414;11561;607631;0;9
986;Captain Kromcrush;;415;11564;607560;0;9
987;Cho'Rush the Observer;;416;11537;607565;0;9
988;King Gordok;;417;11583;607673;0;9
989;Crowd Pummeler 9-60;;418;36560;607572;0;9
990;Grubbis;;419;6533;607628;0;9
991;Electrocutioner 6000;;421;36558;607594;0;9
992;Mekgineer Thermaplugg;;422;36563;607714;0;9
993;Noxxion;;423;11172;607728;0;9
994;Razorlash;;424;12389;607756;0;9
995;Tinkerer Gizlock;;425;7125;607796;0;9
997;Lord Vyletongue;;427;12334;607699;0;9
998;Celebras the Cursed;;428;12350;607562;0;9
999;Landslide;;429;12293;607684;0;9
1000;Rotgrip;;430;13589;607761;0;9
1001;Princess Theradras;;431;12292;607747;0;9
1011;Hearthsinger Forresten;;443;10482;607637;0;9
1012;Aku'mai;Hydra;444;62522;607532;0;91
1013;Timmy the Cruel;;445;571;607795;0;9
1014;Willey Hopebreaker;;446;34480;607818;0;9
1016;Instructor Galford;;448;34498;607660;0;9
1017;Balnazzar;;449;34424;607551;0;9
1018;The Unforgiven;;450;10771;607792;0;9
1019;Baroness Anastari;;451;10698;607553;0;9
1021;Nerub'enkan;;452;9793;607724;0;9
1022;Maleki the Pallid;;453;10546;607707;0;9
1023;Magistrate Barthilas;;454;10433;607791;0;9
1024;Ramstein the Gorger;;455;12818;607752;0;9
1025;Lord Aurius Rivendare;;456;34837;607692;0;9
1026;Avatar of Hakkar;;457;8053;607548;0;9
1027;Jammal'an the Prophet;;458;6708;607665;0;9
1028;Dreamscythe;;459;7553;608311;0;9
1032;Shade of Eranikus;;463;7806;607768;0;9
1033;Hogger;;464;108956;4776138;0;9
1034;Lord Overheat;;465;1204;607695;0;9
1035;Randolph Moloch;;466;35068;607753;0;9
1036;Revelosh;;467;5945;607757;0;9
1037;"Eric ""The Swift""";;468;5708;0;1;9
1038;Olaf;;468;5709;0;2;9
1039;Baelog;;468;5710;607550;0;9
1040;Ironaya;;469;6089;607664;0;67
1041;Ancient Stone Keeper;;470;10798;607538;0;9
1042;Galgann Firehammer;;471;6059;607606;0;9
1043;Grimlok;;472;11165;607626;0;9
1044;Archaedas;;473;5988;607546;0;65
1045;Lady Anacondra;;474;4313;607680;0;9
1046;Lord Cobrahn;;475;4213;607693;0;9
1047;Lord Pythas;;476;4214;607696;0;9
1048;Kresh;;477;5126;607676;0;9
1049;Skum;;478;4203;607775;0;9
1050;Lord Serpentis;;479;4215;607698;0;9
1051;Verdan the Everliving;;480;4256;607805;0;9
1052;Mutanus the Devourer;;481;4088;607721;0;9
1053;Hydromancer Velratha;;482;6685;607652;0;9
1054;Gahz'rilla;;483;7271;607614;0;9
1055;Antu'sul;;484;7353;607541;0;9
1056;Theka the Martyr;;485;6696;607793;0;9
1057;Witch Doctor Zum'rah;;486;6434;607819;0;9
1058;Nekrum Gutchewer;;487;6690;607723;0;9
1059;Doom'rel;Leader of the Seven;385;8687;607587;0;9
1061;Chief Ukorz Sandscalp;;489;6439;607564;0;9
1098;Shirrak the Dead Watcher;;523;18916;607771;0;9
1099;Exarch Maladaar;;524;17715;607600;0;9
1104;Watchkeeper Gargolmar;;527;18236;607817;0;9
1105;Omor the Unscarred;;528;18237;607734;0;9
1106;Vazruden the Herald;;529;18944;607803;0;9
1107;Selin Fireheart;;530;22642;607767;0;9
1108;Vexallus;;531;22731;607806;0;9
1109;Priestess Delrissa;;532;22596;607742;0;9
1110;Kael'thas Sunstrider;;533;22906;607669;0;9
1111;Pandemonius;;534;71757;607738;0;9
1112;Tavarok;;535;19332;607782;0;9
1113;Yor;;536;14173;607822;0;9
1114;Nexus-Prince Shaffar;;537;19780;607726;0;9
1115;Lieutenant Drake;;538;17386;607689;0;9
1116;Captain Skarloc;;539;17387;607561;0;9
1117;Epoch Hunter;;540;19135;607596;0;9
1118;Darkweaver Syth;;541;20599;607583;0;9
1119;Anzu;;542;21492;607544;0;9
1120;Talon King Ikiss;;543;18636;607780;0;9
1121;Ambassador Hellmaw;;544;18821;607536;0;9
1122;Blackheart the Inciter;;545;18058;607555;0;9
1123;Grandmaster Vorpil;;546;18535;607625;0;9
1124;Murmur;;547;18839;607720;0;9
1125;Zereketh the Unbound;;548;19882;607823;0;9
1126;Dalliah the Doomsayer;;549;19888;607574;0;9
1127;Wrath-Scryer Soccothrates;;550;19977;607820;0;9
1128;Harbinger Skyriss;;551;19943;607635;0;9
1129;Chrono Lord Deja;;552;20513;607566;0;9
1130;Temporus;;553;19066;607784;0;9
1131;Aeonus;;554;20510;607529;0;9
1132;The Maker;;555;18369;607789;0;9
1133;Broggok;;556;19372;607558;0;9
1134;Keli'dan the Breaker;;557;17153;607670;0;9
1135;Commander Sarannis;;558;18929;607570;0;9
1136;High Botanist Freywinn;;559;19045;607641;0;9
1137;Thorngrin the Tender;;560;14416;607794;0;9
1138;Laj;;561;13109;607683;0;9
1139;Warp Splinter;;562;19438;607816;0;9
1140;Mechano-Lord Capacitus;;563;19162;607712;0;9
1141;Nethermancer Sepethrea;;564;19166;607725;0;9
1142;Pathaleon the Calculator;;565;20033;607739;0;9
1143;Grand Warlock Nethekurse;;566;16628;607624;0;9
1145;Warbringer O'mrogg;;568;18031;607811;0;9
1146;Warchief Kargath Bladefist;;569;19799;607812;0;9
1147;Mennu the Betrayer;;570;17728;607715;0;9
1148;Rokmar the Crackler;;571;17729;607759;0;9
1149;Quagmirran;;572;18224;607750;0;9
1150;Hydromancer Thespia;;573;11268;607651;0;9
1151;Mekgineer Steamrigger;;574;18638;607713;0;9
1152;Warlord Kalithresh;;575;20235;607815;0;9
1153;Hungarfen;;576;17228;607649;0;9
1154;Ghaz'an;;577;17528;607614;0;9
1155;Swamplord Musel'ek;;578;18570;607779;0;9
1156;The Black Stalker;;579;18194;607788;0;67
1157;Elder Nadox;;580;27407;607593;0;9
1158;Prince Taldaram;;581;27406;607744;0;9
1159;Jedoga Shadowseeker;;582;26777;607667;0;9
1160;Amanitar;;583;28133;607534;0;9
1161;Krik'thir the Gatewatcher;;585;27394;607678;0;9
1162;Hadronox;;586;26776;607633;0;9
1163;Trollgore;;588;26352;607798;0;9
1164;Novos the Summoner;;589;26292;607727;0;9
1165;King Dred;;590;5240;607672;0;9
1167;Slad'ran;;592;27422;607776;0;9
1168;Drakkari Colossus;;593;26589;607589;0;9
1169;Moorabi;;594;27059;607716;0;9
1170;Eck the Ferocious;;595;26644;607592;0;9
1171;Gal'darah;;596;27061;607605;0;9
1172;General Bjarngrim;;597;27301;607611;0;66
1173;Volkhan;;598;27071;607809;0;64
1174;Ionar;;599;27484;607663;0;9
1175;Loken;;600;27485;607690;0;66
1176;Falric;;601;30972;607601;0;9
1177;Marwyn;;602;30973;607710;0;9
1178;The Lich King;;603;30721;607688;0;9
1179;Krystallus;;604;20909;607679;0;9
1180;Maiden of Grief;;605;26657;607706;0;67
1181;Sjonnir The Ironshaper;;607;27483;607772;0;66
1182;Forgemaster Garfrost;;608;137504;607603;0;65
1183;Ick;;609;137500;0;1;9
1184;Krick;;609;137499;7524258;0;9
1185;Scourgelord Tyrannus;;610;137505;7526001;0;9
1186;Meathook;;611;26579;607711;0;9
1187;Salramm the Fleshcrafter;;612;26581;607763;0;9
1188;Chrono-Lord Epoch;;613;26580;607567;0;9
1189;Mal'Ganis;;614;26582;607708;0;9
1190;Bronjahm;;615;30226;607559;0;9
1191;Devourer of Souls;;616;30148;607585;0;9
1193;Commander Stoutbeard;;617;24366;607571;0;9
1194;Grand Magus Telestra;;618;24066;607623;0;9
1195;Anomalus;;619;26259;607540;0;9
1196;Ormorok the Tree-Shaper;;620;26298;607735;0;9
1197;Keristrasza;;621;24307;607671;0;9
1198;Drakos the Interrogator;;622;27032;607590;0;9
1199;Varos Cloudstrider;;623;27033;607802;0;9
1200;Mage-Lord Urom;;624;25010;607702;0;9
1201;Ley-Guardian Eregos;;625;27034;607687;0;9
1202;Erekem;;626;27488;607597;0;9
1203;Moragg;;627;20590;607717;0;9
1204;Ichoron;;628;27487;607654;0;9
1205;Xevozz;;629;27486;607821;0;9
1206;Lavanthor;;630;10193;607685;0;9
1207;Zuramat the Obliterator;;631;27855;607825;0;9
1208;Cyanigosa;;632;27508;607573;0;9
1214;Mokra the Skullcrusher;;634;28587;607622;0;9
1215;Zul'tore;;634;28588;0;3;9
1216;Eressea Dawnsinger;;634;28637;0;1;9
1217;Runok Wildmane;;634;28597;0;2;9
1218;Deathstalker Visceri;;634;28589;0;4;9
1219;Eadric the Pure;;635;29616;607591;0;9
1220;Argent Confessor Paletress;;636;29490;607547;0;9
1221;The Black Knight;;637;29837;607787;0;9
1222;Prince Keleseth;;638;25338;607743;0;9
1223;Skarvald the Constructor;;639;24605;607774;0;65
1224;Dalronn the Controller;;639;26349;607575;1;9
1225;Ingvar the Plunderer;;640;21953;607659;0;65
1226;Svala Sorrowgrave;;641;26096;607778;0;9
1227;Gortok Palehoof;;642;27419;607620;0;9
1228;Ferocious Rhino;;642;26284;0;1;9
1229;Massive Jormungar;;642;24564;0;3;9
1230;Frenzied Worgen;;642;26327;0;2;9
1231;Ravenous Furbolg;;642;23999;0;4;9
1232;Skadi the Ruthless;;643;27418;607773;0;67
1233;King Ymiron;;644;28019;607674;0;67
1234;High Justice Grimstone;;372;9329;608314;0;9
1236;Viscous Fallout;;420;36529;607808;0;9
1239;Risen Rifleman;;446;34481;0;1;9
1240;Shadowpriest Sezz'ziz;;487;6441;607770;1;9
1252;Raigonn;;649;39519;630845;0;9
1253;Armsmaster Harlan;;654;40293;630816;0;9
1255;Master Snowdrift;;657;41902;630841;0;9
1257;Liu Flameheart;;658;39487;630839;0;9
1258;Instructor Chillheart;;659;40301;630835;0;9
1265;Jandice Barov;;663;40639;607666;0;9
1269;Rattlegore;;665;31092;607755;0;9
1270;Lilian Voss;;666;40256;630838;0;9
1273;Hoptallus;;669;40339;630832;0;9
1275;Brother Korloff;;671;41154;630818;0;9
1276;Commander Durand;;674;41220;607643;1;9
1277;High Inquisitor Whitemane;;674;2043;607643;0;9
1294;Qin-xi;;677;41392;0;1;9
1295;Jan-xi;;677;41391;630836;0;9
1296;Gara'jal the Spiritbinder;;682;41256;630826;0;9
1305;Taran Zhu;;686;41121;630852;0;9
1308;Qiang the Merciless;Warlord King;687;41812;0;1;9
1309;Meng the Demented;Mad King;687;41813;630861;0;9
1310;Subetai the Swift;Bandit King;687;41565;0;2;9
1312;Thalnos the Soulrender;;688;27705;630853;0;9
1313;Feng the Accursed;;689;41192;630824;0;9
1315;Gekkan;;690;41920;630828;0;9
1316;Sha of Anger;;691;41448;630847;0;9
1321;Dark Shaman Koranthal;;695;42101;608310;0;9
1326;Houndmaster Braun;;660;42264;630833;0;9
1334;Kuai the Brute;;708;42058;630842;0;9
1335;Ming the Cunning;;708;42059;0;1;9
1336;Haiyan the Unstoppable;;708;42060;0;2;9
1337;Herald Volazj;;584;27408;607639;0;9
1338;Anub'arak;;587;27856;607542;0;9
1342;Brann Bronzebeard;;606;26353;607797;0;9
1343;Adarogg;;694;38759;608309;0;9
1344;Slagmaw;;696;38391;522251;0;9
1345;Lava Guard Gordoth;;697;42100;608315;0;9
1346;Hazzas;;459;9584;0;3;9
1347;Weaver;;459;6375;0;1;9
1348;Morphaz;;459;7975;0;2;9
1383;Elegon;;726;41399;630823;0;9
1385;Chief Salyis;;725;42468;0;1;9
1386;Galleon;;725;42439;630819;0;9
1393;Darkmaster Gandling;;684;40322;607582;0;9
1394;Blood Guard Porung;;728;17725;607556;0;9
1400;Amber-Shaper Un'sok;;737;43126;630815;0;9
1401;Amber Monstrosity;;737;44140;0;1;9
1402;Gu Cloudstrike;;673;39489;630831;0;9
1403;Azure Serpent;;673;39492;0;1;9
1404;Flameweaver Koegler;;656;40597;630825;0;9
1405;Garalon;;713;42368;630827;0;9
1407;Commander Vo'jak;;738;42169;630822;0;9
1412;Lei Shi;;729;42811;630837;0;65
1417;Grand Empress Shek'zeer;;743;42730;630830;0;9
1421;Imperial Vizier Zor'lok;;745;42807;630834;0;9
1422;Saboteur Kip'tilak;;655;43122;630846;0;9
1423;Obsidian Sentinel;;748;5285;607729;0;9
1424;Commander Malor;;749;34463;607569;0;9
1425;Zian of the Endless Shadow;Sorcerer King;687;41566;0;3;9
1428;Striker Ga'dok;;675;43275;630851;0;9
1429;Commander Ri'mok;;676;43286;630821;0;9
1430;Ook-Ook;;668;39498;630843;0;9
1431;Yan-Zhu the Uncasked;;670;42969;630860;0;65
1432;Wise Mari;;672;41125;630858;0;9
1433;Lorewalker Stonestep;;664;39506;630840;0;9
1434;Sha of Doubt;;335;45980;630848;0;9
1435;Xin the Weaponmaster;;698;41987;630859;0;9
1439;Vizier Jin'bak;;693;43197;630855;0;9
1444;Tsulong;During the Night;742;42532;630854;0;9
1465;Tsulong;During the Day;742;42533;0;1;9
1475;Wing Leader Ner'onok;;727;43151;630857;0;9
1476;Amethyst Guardian;;679;41892;630820;0;9
1477;Jasper Guardian;;679;42644;0;3;9
1478;Cobalt Guardian;;679;41893;0;1;9
1479;Jade Guardian;;679;41894;0;2;9
1480;Elder Asani;;683;41504;0;2;9
1481;Elder Regail;;683;41502;0;1;9
1482;Protector Kaolan;;683;41503;630844;0;9
1485;Wind Lord Mel'jarak;;741;42645;630856;0;9
1488;Sha of Violence;;685;43283;630850;0;9
1489;Lilian's Soul;;666;43908;0;1;9
1498;The Prophet Tharon'ja;;591;27072;607790;0;9
1516;General Pa'valak;;692;43120;630829;0;9
1517;Blade Lord Ta'yak;;744;43141;630817;0;9
1519;Sha of Fear;;709;45065;630849;0;9
1540;Nalak;;814;47227;796778;0;9
1544;Iron Qon;;817;46627;796775;0;9
1545;Ro'shak;;817;46628;0;1;9
1546;Quet'zal;;817;46629;0;2;9
1547;Dam'ren;;817;46630;0;3;9
1548;Durumu;;818;47189;796772;0;9
1551;Primordius;;820;47009;796780;0;9
1558;Sul the Sandcrawler;;816;47505;0;1;9
1559;Frost King Malakk;;816;47506;0;2;9
1561;Kazra'jin;;816;47229;796770;0;9
1562;Horridon;;819;47325;796774;0;9
1563;Dark Animus;;824;47527;796771;0;9
1564;Tortos;;825;46559;796781;0;9
1566;Oondasta;;826;47257;796779;0;9
1567;Jin'rokh the Breaker;;827;47552;796776;0;9
1569;Lu'lin;;829;46975;796773;0;9
1572;Lei Shen;;832;46770;796777;0;9
1573;Ji-Kun;;828;120300;796785;0;9
1574;Commander Kolurg;;833;24352;607568;0;9
1575;Marshal Jacob Alerius;;834;28560;607621;0;9
1576;Colosos;;834;28736;0;4;9
1577;Ambrose Boltspark;;834;28586;0;1;9
1578;Lana Stouthammer;;834;28564;0;3;9
1579;Jaelyne Evensong;;834;28735;0;2;9
1580;Ra-den;;831;47739;828452;0;9
1581;Suen;;829;46974;0;1;9
1582;High Priestess Mar'li;;816;47730;0;3;9
1594;Venomous Head;;821;47416;0;1;91
1595;Flaming Head;;821;47414;796786;0;91
1596;Frozen Head;;821;47415;0;2;91
1602;Malkorok;;846;49070;901164;0;9
1605;He Softfoot;;849;48917;0;1;9
1606;Rook Stonetoe;;849;48918;901159;0;9
1607;Sun Tenderheart;;849;48919;0;2;9
1608;General Nazgrim;;850;48995;901158;0;9
1609;Kor'kron Jailer;;851;49082;0;1;9
1610;Thok the Bloodthirsty;;851;51144;901171;0;9
1611;Immerseus;;852;49056;901160;0;9
1614;Earthbreaker Haromm;;856;49176;901163;0;9
1615;Wavebinder Kardris;;856;49177;0;1;9
1618;Chi-Ji;;857;49237;901155;0;9
1619;Yu'lon;;858;49234;901173;0;9
1620;Niuzao;;859;49235;901165;0;9
1621;Xuen;;860;49236;901172;0;9
1623;Ordos;;861;49285;901167;0;9
1624;Iron Juggernaut;;864;49844;901161;0;9
1625;Norushen;;866;48860;901166;0;66
1626;Sha of Pride;;867;49098;901168;0;9
1627;Galakras;;868;49337;901156;0;9
1628;Garrosh Hellscream;;869;49585;901157;0;9
1648;Skeer the Bloodseeker;;853;48674;901162;0;9
1649;Hisek the Swarmkeeper;;853;48675;0;1;9
1650;Ka'roz the Locust;;853;48676;0;2;9
1651;Korven the Prime;;853;48677;0;3;9
1652;Kaz'tik the Manipulator;;853;48678;0;4;9
1653;Xaril the Poisoned Mind;;853;48679;0;5;9
1654;Rik'kal the Dissector;;853;48680;0;6;9
1655;Iyyokuk the Lucid;;853;48681;0;7;9
1656;Kil'ruk the Wind-Reaver;;853;48682;0;8;9
2827;Amalgam of Corruption;;866;49360;0;1;9
2830;Siegecrafter Blackfuse;;865;51657;901169;0;9
2831;Secured Stockpile of Pandaren Spoils;;870;51173;901170;0;9
2835;Galakras;;881;49337;901156;0;9
2845;Magmolatus;;893;52033;0;1;9
2846;Forgemaster Gog'duh;;893;52899;1044355;0;9
2853;Blind Hunter;;900;52595;1064175;0;9
2855;Molten Inferno Crystal;;901;42641;0;2;9
2856;Charlga Razorflank;;901;31042;607563;0;9
2857;Venemous Discharge Crystal;;901;42643;0;3;9
2858;Tidal Tempest Crystal;;901;41366;0;1;9
2859;Warlord Ramtusk;;899;52515;607736;0;9
2860;Death Speaker Jargba;;899;4756;607584;1;9
2861;Aggem Thorncurse;;899;4645;607531;2;9
2862;Razorfen Beast Tracker;;895;1964;0;3;9
2863;Razorfen Bladeguard;;895;6109;0;1;9
2864;Razorfen Huntmaster;;895;1342;0;2;9
2865;Roogug;;895;52383;607760;0;9
2866;Hunter Bonetusk;;896;52047;607531;0;9
2936;Arakkoa Solar Zealot;;968;55994;0;1;9
2938;Arakkoa Shield Construct;;968;56653;0;2;9
2939;The Butcher;He slices, he crushes.;971;53855;1044375;0;9
3108;Ranjit;;965;56015;1044362;0;9
3109;Araknath;;966;54006;1044334;0;9
3111;High Sage Viryx;;968;56016;1044348;0;9
3112;Arakkoa Sun Construct Prototype;;966;56653;0;1;9
3125;Slave Watcher Crushto;;888;52893;1044368;0;9
3126;Dreadwing;;1122;53505;0;2;9
3127;Beastlord Darmac;;1122;53499;1044338;0;9
3128;Ironcrusher;;1122;53541;0;3;9
3129;Faultline;;1122;53542;0;4;9
3130;Cruelfang;;1122;53511;0;1;9
3131;Flamebender Ka'graz;;1123;53471;1044344;0;9
3144;Skylord Tovra;;1133;55630;1044376;0;9
3151;Kargath Bladefist;;1128;54674;1044352;0;9
3152;Sadana Bloodfury;;1139;54587;1044366;0;9
3155;Ghamoo - Ra;;368;52010;1064179;0;9
3156;Domina;;436;52034;1064180;0;9
3157;Subjugator Kor'ul;;426;52173;522214;0;9
3158;Guardian of the Deep;;447;75359;1064182;0;9
3159;Twilight Lord Bathiel;;437;52283;1064184;0;9
3160;Executioner Gore;;1144;52084;1064183;0;9
3161;Thruk;;1145;52057;1064181;0;9
3162;Operator Thogar;;1147;53519;1044357;0;9
3163;Phemos;;1148;55849;0;1;65
3164;Pol;;1148;54385;1044377;0;65
3172;Furnace Engineer;;1154;53472;0;2;9
3173;Heart of the Mountain;;1154;53456;1044374;7;9
3174;Bellows Operator;;1154;53473;0;3;65
3175;Slag Elemental;;1154;53481;0;6;9
3176;Security Guard;;1154;53474;0;1;9
3177;Primal Elementalist;;1154;53475;0;4;9
3178;Firecaller;;1154;53477;0;5;9
3179;Foreman Feldspar;;1154;53470;1044374;0;9
3180;Franzok;;1155;53576;1044345;0;9
3181;Hans'gar;;1155;53575;0;1;9
3190;Ner'zhul;;1160;52769;1044356;0;9
3191;Gruul;;1161;55050;1044346;0;9
3195;Assault Cannon;;1163;55161;0;1;9
3197;Nitrogg Thundertower;;1163;55162;1044339;0;9
3200;Roltall;;887;54259;1044363;0;9
3226;Gug'rokk;;889;52902;1044347;0;9
3234;Vigilant Kaathar;;1185;58263;1044336;0;9
3235;Soulbinder Nyami;;1186;53089;1044370;0;9
3255;Oregorger the Devourer;;1202;54317;1044484;0;9
3257;Fungal Flesh-Eater;;1196;58939;0;1;65
3265;Enforcer Sorka;;1203;53752;0;1;9
3266;Marak the Blooded;;1203;53876;0;2;9
3267;Admiral Gar'an;;1203;53982;1044350;0;9
3274;Blazing Trickster;;1216;53112;0;3;9
3275;Cackling Pyromaniac;;1216;19618;0;1;9
3276;Felguard;;1216;39908;0;2;9
3277;Azzakel;;1216;52964;1044337;0;9
3284;Teron'gor;;1225;54036;1044373;0;9
3285;Orebender Gor'ashan;;1226;53177;1044358;0;9
