ID;Name_lang;MapID;DifficultyID;OrderIndex;CompleteWorldStateID;Bit;Flags;SpellIconFileID;Faction;ItemSequenceLevel
531;Varos Cloudstrider;578;2;2000;3871;1;0;0;-1;0
532;Mage-Lord Urom;578;1;2000;3872;2;0;0;-1;0
533;Mage-Lord Urom;578;2;3000;3872;2;0;0;-1;0
534;Ley-Guardian Eregos;578;1;3000;3873;3;0;0;-1;0
535;Ley-Guardian Eregos;578;2;4000;3873;3;0;0;-1;0
547;Revelosh;70;1;0;4758;0;4;0;-1;0
548;The Lost Dwarves;70;1;1000;4761;1;4;0;-1;0
549;Ironaya;70;1;2000;4762;2;4;0;-1;0
551;Ancient Stone Keeper;70;1;4000;4764;4;4;0;-1;0
552;Galgann Firehammer;70;1;5000;4765;5;4;0;-1;0
553;Grimlok;70;1;6000;4766;6;4;0;-1;0
554;Archaedas;70;1;7000;4767;7;4;0;-1;0
585;Lady Anacondra;43;1;0;4776;0;4;0;-1;0
586;Lord Cobrahn;43;1;1000;4777;1;4;0;-1;0
587;Kresh;43;1;2000;4778;2;4;0;-1;0
588;Lord Pythas;43;1;3000;4779;3;4;0;-1;0
589;Skum;43;1;4000;4780;4;4;0;-1;0
590;Lord Serpentis;43;1;5000;4781;5;4;0;-1;0
591;Verdan the Everliving;43;1;6000;4782;6;4;0;-1;0
592;Mutanus the Devourer;43;1;7000;4783;7;4;0;-1;0
593;Hydromancer Velratha;209;0;0;4784;0;4;0;-1;0
594;Ghaz'rilla;209;0;1000;4785;1;4;0;-1;0
595;Antu'sul;209;0;-500;4786;2;4;0;-1;0
596;Theka the Martyr;209;0;-1000;4787;3;4;0;-1;0
597;Witch Doctor Zum'rah;209;0;-250;4788;4;4;0;-1;0
598;Nekrum Gutchewer;209;0;5000;4789;5;4;0;-1;0
599;Shadowpriest Sezz'ziz;209;0;6000;4790;6;4;0;-1;0
600;Chief Ukorz Sandscalp;209;0;7000;4791;7;4;0;-1;0
601;High Warlord Naj'entus;564;0;0;3013;0;6;0;-1;0
602;Supremus;564;0;1000;3012;1;6;0;-1;0
603;Shade of Akama;564;0;2000;3058;2;6;0;-1;0
604;Teron Gorefiend;564;0;3000;4792;3;6;0;-1;0
605;Gurtogg Bloodboil;564;0;4000;3014;4;6;0;-1;0
606;Reliquary of Souls;564;0;5000;4793;5;6;0;-1;0
607;Mother Shahraz;564;0;6000;12150;6;6;0;-1;0
608;The Illidari Council;564;0;7000;3030;7;6;0;-1;0
609;Illidan Stormrage;564;0;8000;4794;8;7;0;-1;0
610;Razorgore the Untamed;469;0;0;4795;0;6;0;-1;0
611;Vaelastrasz the Corrupt;469;0;1000;4796;1;6;0;-1;0
612;Broodlord Lashlayer;469;0;2000;4797;2;6;0;-1;0
613;Firemaw;469;0;3000;4798;3;6;0;-1;0
614;Ebonroc;469;0;4000;4799;4;6;0;-1;0
615;Flamegor;469;0;5000;4800;5;6;0;-1;0
616;Chromaggus;469;0;6000;4801;6;6;0;-1;0
617;Nefarian;469;0;7000;1641;7;7;0;-1;0
618;Rage Winterchill;534;0;0;2519;0;6;0;-1;0
619;Anetheron;534;0;1000;2464;1;6;0;-1;0
620;Kaz'rogal;534;0;2000;2523;2;6;0;-1;0
621;Azgalor;534;0;3000;2487;3;6;0;-1;0
622;Archimonde;534;0;4000;2530;4;7;0;-1;0
623;Hydross the Unstable;548;0;0;2853;0;6;0;-1;0
624;The Lurker Below;548;0;1000;2855;1;6;0;-1;0
625;Leotheras the Blind;548;0;2000;2857;2;6;0;-1;0
626;Fathom-Lord Karathress;548;0;3000;2856;3;6;0;-1;0
627;Morogrim Tidewalker;548;0;4000;2854;4;6;0;-1;0
628;Lady Vashj;548;0;5000;4802;5;7;0;-1;0
649;High King Maulgar;565;0;0;2778;0;2;0;-1;0
650;Gruul the Dragonkiller;565;0;1000;4804;1;3;0;-1;0
651;Magtheridon;544;0;0;4805;0;7;0;-1;0
652;Attumen the Huntsman;532;0;0;2315;0;4;0;-1;0
653;Moroes;532;0;1000;2309;1;4;0;-1;0
654;Maiden of Virtue;532;0;2000;4806;2;4;0;-1;0
655;Opera Hall;532;0;3000;2381;3;4;0;-1;0
656;The Curator;532;0;4000;2501;4;4;0;-1;0
657;Terestian Illhoof;532;0;5000;2336;5;4;0;-1;0
658;Shade of Aran;532;0;6000;2910;6;4;0;-1;0
659;Netherspite;532;0;7000;2865;7;4;0;-1;0
660;Chess Event;532;0;8000;2517;8;4;0;-1;0
661;Prince Malchezaar;532;0;9000;4807;9;4;0;-1;0
662;Nightbane;532;0;10000;4808;10;4;0;-1;0
663;Lucifron;409;0;0;4809;0;6;0;-1;0
664;Magmadar;409;0;1000;847;1;6;0;-1;0
665;Gehennas;409;0;2000;848;2;6;0;-1;0
666;Garr;409;0;3000;846;3;6;0;-1;0
667;Shazzrah;409;0;4000;850;4;6;0;-1;0
668;Baron Geddon;409;0;5000;845;5;6;0;-1;0
669;Sulfuron Harbinger;409;0;6000;761;6;6;0;-1;0
670;Golemagg the Incinerator;409;0;7000;741;7;6;0;-1;0
671;Majordomo Executus;409;0;8000;1502;8;6;0;-1;0
672;Ragnaros;409;0;9000;1666;9;7;0;-1;0
709;The Prophet Skeram;531;0;0;4821;0;6;0;-1;0
710;Silithid Royalty;531;0;1000;4822;1;6;0;-1;0
711;Battleguard Sartura;531;0;2000;4823;2;6;0;-1;0
712;Fankriss the Unyielding;531;0;3000;4824;3;6;0;-1;0
713;Viscidus;531;0;4000;4825;4;6;0;-1;0
714;Princess Huhuran;531;0;5000;4826;5;6;0;-1;0
715;Twin Emperors;531;0;6000;4827;6;6;0;-1;0
716;Ouro;531;0;7000;2296;7;6;0;-1;0
717;C'Thun;531;0;8000;4828;8;7;0;-1;0
718;Kurinnaxx;509;0;0;4811;0;6;0;-1;0
719;General Rajaxx;509;0;1000;2174;1;6;0;-1;0
720;Moam;509;0;2000;4812;2;6;0;-1;0
721;Buru the Gorger;509;0;3000;4813;3;6;0;-1;0
722;Ayamiss the Hunter;509;0;4000;4814;4;6;0;-1;0
723;Ossirian the Unscarred;509;0;5000;4815;5;7;0;-1;0
724;Kalecgos;580;0;0;3434;0;6;0;-1;0
725;Brutallus;580;0;1000;3336;1;6;0;-1;0
726;Felmyst;580;0;2000;3337;2;6;0;-1;0
727;Eredar Twins;580;0;3000;3435;3;6;0;-1;0
728;M'uru;580;0;4000;3423;4;6;0;-1;0
729;Kil'jaeden;580;0;5000;4816;5;7;0;-1;0
730;Al'ar;550;0;0;4817;0;6;0;-1;0
731;Void Reaver;550;0;1000;4818;1;6;0;-1;0
732;High Astromancer Solarian;550;0;2000;4819;2;6;0;-1;0
733;Kael'thas Sunstrider;550;0;3000;4820;3;7;0;-1;0
784;High Priest Venoxis;309;1;0;1967;0;0;0;-1;0
785;High Priestess Jeklik;309;1;-1000;1968;1;0;0;-1;0
786;High Priestess Mar'li;309;1;2000;1969;2;0;0;-1;0
787;Bloodlord Mandokir;309;1;3000;4839;3;0;0;-1;0
788;Edge of Madness;309;1;4000;4850;4;0;0;-1;0
789;High Priest Thekal;309;1;5000;1970;5;0;0;-1;0
790;Gahz'ranka;309;1;6000;4840;6;0;0;-1;0
791;High Priestess Arlokk;309;1;7000;1971;7;0;0;-1;0
792;Jin'do the Hexxer;309;1;8000;4841;8;0;0;-1;0
793;Hakkar;309;1;9000;4844;9;0;0;-1;0
1022;Atramedes;669;0;0;5182;0;6;0;-1;0
1023;Chimaeron;669;0;1000;5318;1;6;0;-1;0
1024;Magmaw;669;0;-500;5301;2;14;0;-1;0
1025;Maloriak;669;0;3000;5315;3;6;0;-1;0
1026;Nefarian's End;669;0;4000;5203;4;7;0;-1;0
1027;Omnotron Defense System;669;0;-1000;5303;5;6;0;-1;0
1028;Ascendant Council;671;0;2000;5339;0;10;0;-1;0
1029;Cho'gall;671;0;2500;5494;1;11;0;-1;0
1030;Halfus Wyrmbreaker;671;0;-1000;5380;2;10;0;-1;0
1032;Theralion and Valiona;671;0;1500;5517;4;10;0;-1;0
1033;Argaloth;757;0;0;5575;0;14;0;-1;0
1034;Al'Akir;754;0;0;5565;0;11;0;-1;0
1035;Conclave of Wind;754;0;-1000;5563;1;6;0;-1;0
1036;Ascendant Lord Obsidius;645;0;0;5131;0;4;0;-1;0
1037;Beauty;645;0;-1000;5129;1;4;0;-1;0
1038;Corla, Herald of Twilight;645;0;-2000;5112;2;4;0;-1;0
1039;Karsh Steelbender;645;0;-1500;5119;3;4;0;-1;0
1040;Rom'ogg Bonecrusher;645;0;-3000;5127;4;4;0;-1;0
1041;Altairus;657;0;0;5497;0;4;0;-1;0
1042;Asaad;657;0;1000;5496;1;4;0;-1;0
1043;Grand Vizier Ertan;657;0;-1000;5500;2;4;0;-1;0
1044;Commander Ulthok;643;0;0;5325;0;4;0;-1;0
1045;Lady Naz'jar;643;0;-1000;5125;1;4;0;-1;0
1046;Mindbender Ghur'sha;643;0;1000;5326;2;4;0;-1;0
1047;Ozumat;643;0;2000;5557;3;4;0;-1;0
1048;Drahga Shadowburner;670;0;0;5098;0;4;0;-1;0
1049;Erudax;670;0;1000;5175;1;4;0;-1;0
1050;Forgemaster Throngus;670;0;-1000;5077;2;4;0;-1;0
1051;General Umbriss;670;0;-2000;5065;3;4;0;-1;0
1052;General Husam;755;0;0;5389;0;4;0;-1;0
1053;High Prophet Barim;755;0;1000;5382;1;4;0;-1;0
1054;Lockmaw;755;0;2000;5562;2;4;0;-1;0
1055;Siamat;755;0;3000;5476;3;4;0;-1;0
1056;Corborus;725;0;0;5569;0;4;0;-1;0
1057;High Priestess Azil;725;0;1000;5572;1;4;0;-1;0
1058;Ozruk;725;0;500;5571;2;4;0;-1;0
1059;Slabhide;725;0;250;5570;3;4;0;-1;0
1069;Baron Ashbury;33;0;0;5551;0;4;0;-1;0
1070;Baron Silverlaine;33;0;1000;4597;1;4;0;-1;0
1071;Commander Springvale;33;0;2000;4598;2;4;0;-1;0
1072;Lord Godfrey;33;0;3000;5553;3;4;0;-1;0
1073;Lord Walden;33;0;2500;5552;4;4;0;-1;0
1074;Ammunae;644;0;0;5166;0;4;0;-1;0
1075;Anraphet;644;0;-1000;5107;1;4;0;-1;0
1076;Earthrager Ptah;644;0;-2000;5165;2;4;0;-1;0
1077;Isiset;644;0;-500;5002;3;4;0;-1;0
1078;Rajh;644;0;1000;5168;4;4;0;-1;0
1079;Setesh;644;0;500;5167;5;4;0;-1;0
1080;Temple Guardian Anhuur;644;0;-3000;4985;6;4;0;-1;0
1081;Vanessa VanCleef;36;2;7000;5613;5;4;0;-1;0
1082;Sinestra;671;5;3500;5523;3;11;0;-1;0
1083;Sinestra;671;6;3500;5523;3;11;0;-1;0
1084;Onyxia;249;0;0;4810;0;7;0;-1;0
1085;Anub'arak;649;0;5000;4241;0;11;0;-1;0
1086;Faction Champions;649;0;3000;4803;1;10;0;-1;0
1087;Lord Jaraxxus;649;0;2000;4272;2;10;0;-1;0
1088;Northrend Beasts;649;0;0;4370;3;10;0;-1;0
1089;Val'kyr Twins;649;0;4000;4334;4;10;0;-1;0
1090;Sartharion;615;0;4000;4833;0;7;0;-1;0
1091;Shadron;615;0;3000;4831;1;4;0;-1;0
1092;Tenebron;615;0;2000;4830;2;4;0;-1;0
1093;Vesperon;615;0;0;4832;3;4;0;-1;0
1094;Malygos;616;0;0;4829;0;2;0;-1;0
1095;Blood Council;631;0;7000;4733;0;10;0;-1;0
1096;Deathbringer Saurfang;631;0;3000;4519;1;2;0;-1;0
1097;Festergut;631;0;5000;4870;2;10;0;-1;0
1098;Valithria Dreamwalker;631;0;10000;4855;3;6;0;-1;0
1099;Icecrown Gunship Battle;631;0;2000;4492;4;10;0;-1;0
1100;Lady Deathwhisper;631;0;1000;4869;5;10;0;-1;0
1101;Lord Marrowgar;631;0;0;4471;6;10;0;-1;0
1102;Professor Putricide;631;0;6000;4871;7;10;0;-1;0
1103;Queen Lana'thel;631;0;9000;4868;8;10;0;-1;0
1104;Rotface;631;0;4000;4435;9;10;0;-1;0
1105;Sindragosa;631;0;12000;4842;10;10;0;-1;0
1106;The Lich King;631;0;14000;4910;11;7;0;-1;0
1107;Anub'Rekhan;533;0;0;2255;0;14;0;-1;0
1108;Gluth;533;0;1000;2242;1;14;0;-1;0
1109;Gothik the Harvester;533;0;500;2238;2;14;0;-1;0
1110;Grand Widow Faerlina;533;0;250;2256;3;14;0;-1;0
1111;Grobbulus;533;0;750;2247;4;14;0;-1;0
1112;Heigan the Unclean;533;0;375;2258;5;14;0;-1;0
1113;Instructor Razuvious;533;0;437;2307;6;14;0;-1;0
1114;Kel'Thuzad;533;0;2000;2269;7;7;0;-1;0
1115;Loatheb;533;0;406;2245;8;14;0;-1;0
1116;Maexxna;533;0;312;2253;9;14;0;-1;0
1117;Noth the Plaguebringer;533;0;343;2257;10;14;0;-1;0
1118;Patchwerk;533;0;625;2244;11;14;0;-1;0
1119;Sapphiron;533;0;1500;2268;12;14;0;-1;0
1120;Thaddius;533;0;1250;2243;13;14;0;-1;0
1121;The Four Horsemen;533;0;562;4012;14;6;0;-1;0
1126;Archavon the Stone Watcher;624;0;0;4836;0;10;0;-1;0
1127;Emalon the Storm Watcher;624;0;1000;4837;1;10;0;-1;0
1128;Koralon the Flame Watcher;624;0;2000;4838;2;10;0;-1;0
1129;Toravon the Ice Watcher;624;0;3000;4895;3;10;0;-1;0
1130;Algalon the Observer;603;0;0;4093;0;66;0;-1;0
1131;Auriaya;603;0;-1000;4140;1;6;0;-1;0
1132;Flame Leviathan;603;0;-2000;4114;2;6;0;-1;0
1133;Freya;603;0;-500;4059;3;6;0;-1;0
1134;General Vezax;603;0;-250;4067;4;6;0;-1;0
1135;Hodir;603;0;-750;4050;5;6;0;-1;0
1136;Ignis the Furnace Master;603;0;-1500;4834;6;6;0;-1;0
1137;Kologarn;603;0;-1250;4089;7;6;0;-1;0
1138;Mimiron;603;0;-375;4060;8;6;0;-1;0
1139;Razorscale;603;0;-1375;4835;9;6;0;-1;0
1140;The Assembly of Iron;603;0;-1312;4091;10;6;0;-1;0
1141;Thorim;603;0;-625;4057;11;6;0;-1;0
1142;XT-002 Deconstructor;603;0;-1343;4138;12;6;0;-1;0
1143;Yogg-Saron;603;0;-125;4121;13;7;0;-1;0
1144;Hogger;34;1;1000;5509;3;4;0;-1;0
1145;Lord Overheat;34;1;2000;5510;4;4;0;-1;0
1146;Randolph Moloch;34;1;3000;5511;5;4;0;-1;0
1147;Baltharus the Warborn;724;0;0;5031;0;4;0;-1;0
1148;General Zarithrian;724;0;1000;5033;1;4;0;-1;0
1149;Saviana Ragefire;724;0;500;5032;2;4;0;-1;0
1150;Halion;724;0;2000;5048;3;6;0;-1;0
1164;Elder Brightleaf;603;0;-562;5630;14;0;0;-1;0
1165;Elder Ironbranch;603;0;-531;5631;15;0;0;-1;0
1166;Elder Stonebark;603;0;-515;5632;16;0;0;-1;0
1178;High Priest Venoxis;859;0;0;5779;0;12;0;-1;0
1179;Bloodlord Mandokir;859;0;1000;5810;1;4;0;-1;0
1180;High Priestess Kilnara;859;0;2000;5780;2;4;0;-1;0
1181;Zanzil;859;0;3000;5769;3;12;0;-1;0
1182;Jin'do the Godbreaker;859;0;4000;5778;4;4;0;-1;0
1185;Majordomo Staghelm;720;0;0;5827;0;14;0;-1;0
1188;Cache of Madness;859;0;1500;5824;5;4;0;-1;0
1189;Akil'zon;568;0;0;3122;0;12;0;-1;0
1190;Nalorakk;568;0;1000;3077;1;12;0;-1;0
1191;Jan'alai;568;0;2000;3153;2;12;0;-1;0
1192;Halazzi;568;0;3000;3152;3;12;0;-1;0
1193;Hex Lord Malacrass;568;0;4000;3146;4;12;0;-1;0
1194;Daakara;568;0;5000;3148;5;12;0;-1;0
1197;Beth'tilac;720;0;-4000;5882;1;14;0;-1;0
1200;Baleroc;720;0;-1000;5898;2;14;0;-1;0
1203;Ragnaros;720;0;2000;5911;3;15;0;-1;0
1204;Lord Rhyolith;720;0;-3000;5872;4;6;0;-1;0
1205;Shannox;720;0;-2375;5919;5;14;0;-1;0
1206;Alysrazor;720;0;-1750;5942;6;14;0;-1;0
1250;Occu'thar;757;0;1000;5821;1;14;0;-1;0
1271;Murozond;938;0;8000;6048;4;4;0;-1;0
1272;Peroth'arn;939;0;0;6067;0;4;0;-1;0
1273;Queen Azshara;939;0;1000;6038;1;4;0;-1;0
1274;Mannoroth;939;0;2000;6055;2;4;0;-1;0
1291;Spine of Deathwing;967;0;0;6097;0;6;0;-1;0
1292;Morchok;967;0;-1000;6082;1;2;0;-1;0
1294;Warlord Zon'ozz;967;0;-500;6084;2;2;0;-1;0
1295;Yor'sahj the Unsleeping;967;0;-250;6102;3;2;0;-1;0
1296;Hagara;967;0;-125;6106;4;2;0;-1;0
1297;Ultraxion;967;0;-62;6128;5;2;0;-1;0
1298;Warmaster Blackhorn;967;0;-31;6134;6;2;0;-1;0
1299;Madness of Deathwing;967;0;1000;6142;7;7;0;-1;0
1303;Gu Cloudstrike;959;0;0;6585;0;0;0;-1;0
1304;Master Snowdrift;959;0;1000;6117;1;0;0;-1;0
1305;Sha of Violence;959;0;2000;6138;2;0;0;-1;0
1306;Taran Zhu;959;0;3000;6151;3;0;0;-1;0
1332;Alizabal;757;0;2000;6158;2;14;0;-1;0
1337;Arcurion;940;0;0;6161;0;4;0;-1;0
1339;Archbishop Benedictus;940;0;1000;6088;1;4;0;-1;0
1340;Asira Dawnslayer;940;0;500;6062;2;4;0;-1;0
1348;Omar the Test Dragon;598;1;0;6215;0;0;0;-1;0
1390;Feng the Accursed;1008;0;0;6428;0;6;306868;-1;0
1395;The Stone Guard;1008;0;-1000;6431;1;6;0;-1;0
1397;Saboteur Kip'tilak;962;0;0;6153;0;4;0;-1;0
1405;Striker Ga'dok;962;0;1000;6465;1;0;0;-1;0
1406;Commander Ri'mok;962;0;2000;6466;2;0;0;-1;0
1407;Will of the Emperor;1008;0;3000;6470;2;7;0;-1;0
1409;Protectors of the Endless;996;0;0;6473;0;6;0;-1;0
1412;Ook-Ook;961;0;0;6143;0;4;0;-1;0
1413;Hoptallus;961;0;1000;6375;1;4;0;-1;0
1414;Yan-Zhu the Uncasked;961;0;2000;6378;2;4;0;-1;0
1416;Liu Flameheart;960;0;1000;6141;1;4;0;-1;0
1417;Lorewalker Stonestep;960;0;0;6295;2;4;0;-1;0
1418;Wise Mari;960;0;-1000;6400;3;4;0;-1;0
1419;Raigonn;962;0;3000;6293;3;0;0;-1;0
1420;Flameweaver Koegler;1001;0;0;6330;0;4;0;-1;0
1421;Armsmaster Harlan;1001;0;-500;6542;1;4;0;-1;0
1422;Houndmaster Braun;1001;0;-1000;6521;2;4;0;-1;0
1423;Thalnos the Soulrender;1004;0;1000;4568;0;4;0;-1;0
1424;Brother Korloff;1004;0;2000;6444;1;4;0;-1;0
1425;High Inquisitor Whitemane;1004;0;3000;6450;2;4;0;-1;0
1426;Instructor Chillheart;1007;0;0;6321;0;0;0;-1;0
1427;Jandice Barov;1007;0;1000;6331;1;0;0;-1;0
1428;Rattlegore;1007;0;2000;6335;2;0;0;-1;0
1429;Lilian Voss;1007;0;3000;6334;3;0;0;-1;0
1430;Darkmaster Gandling;1007;0;4000;6319;4;0;0;-1;0
1431;Sha of Fear;996;0;1000;6525;1;7;0;-1;0
1434;Gara'jal the Spiritbinder;1008;0;500;6463;3;6;0;-1;0
1436;The Spirit Kings;1008;0;2000;6529;4;6;0;-1;0
1439;Sha of Doubt;960;0;3000;6125;0;4;0;-1;0
1441;Xin the Weaponmaster;994;0;1000;6579;1;0;0;-1;0
1442;Trial of the King;994;0;-1000;6586;2;4;0;-1;0
1443;Adarogg;389;0;0;6580;0;4;0;-1;0
1444;Dark Shaman Koranthal;389;0;1000;6583;1;4;0;-1;0
1445;Slagmaw;389;0;2000;6589;2;4;0;-1;0
1446;Lava Guard Gordoth;389;0;3000;6592;3;4;0;-1;0
1447;General Pa'valak;1011;0;1500;6594;0;0;0;-1;0
1463;Garalon;1009;0;-1250;6649;0;6;0;-1;0
1464;Wing Leader Ner'onok;1011;0;2500;6658;1;0;0;-1;0
1465;Vizier Jin'bak;1011;0;0;6625;2;0;0;-1;0
1498;Wind Lord Mel'jarak;1009;0;-1000;6677;1;6;0;-1;0
1499;Amber-Shaper Un'sok;1009;0;1000;6700;2;7;0;-1;0
1500;Elegon;1008;0;2500;6786;5;6;368365;-1;0
1501;Grand Empress Shek'zeer;1009;0;2000;6729;3;7;237143;-1;0
1502;Commander Vo'jak;1011;0;1250;6735;3;0;0;-1;0
1504;Blade Lord Ta'yak;1009;0;-1500;6944;5;6;0;-1;0
1505;Tsulong;996;0;500;6747;2;6;0;-1;0
1506;Lei Shi;996;0;750;6738;3;6;0;-1;0
1507;Imperial Vizier Zor'lok;1009;0;-2500;6741;6;6;0;-1;0
1559;Iron Qon;1098;0;0;7329;0;7;646675;-1;0
1560;Twin Empyreans;1098;0;1000;7502;1;7;133886;-1;0
1563;Galleon;870;0;0;0;0;8;0;-1;0
1564;Sha of Anger;870;0;1000;0;1;8;0;-1;0
